"time","probability"
0	100
0.032854209	100
1.511293635	98.64864865
1.642710472	97.2972973
1.872689938	97.2972973
1.938398357	97.2972973
2.135523614	95.90733591
2.39835729	94.51737452
3.252566735	94.51737452
3.318275154	93.10666744
3.712525667	91.69596035
4.1724846	90.28525327
5.092402464	90.28525327
5.782340862	88.85215401
6.012320329	88.85215401
6.439425051	88.85215401
6.472279261	88.85215401
6.735112936	87.3461853
7.326488706	87.3461853
7.490759754	87.3461853
7.622176591	85.78643199
8.016427105	84.22667868
8.542094456	84.22667868
8.804928131	82.63749607
8.87063655	82.63749607
9.002053388	82.63749607
9.133470226	82.63749607
9.232032854	80.95101655
9.232032854	80.95101655
9.49486653	80.95101655
9.626283368	80.95101655
9.659137577	80.95101655
10.0862423	80.95101655
10.38193019	80.95101655
10.84188912	79.0236114
10.84188912	79.0236114
11.03901437	79.0236114
11.07186858	79.0236114
11.07186858	79.0236114
11.26899384	79.0236114
11.30184805	79.0236114
11.40041068	79.0236114
11.43326489	76.69938753
11.49897331	76.69938753
11.56468173	76.69938753
11.76180698	76.69938753
11.92607803	76.69938753
11.99178645	74.05458107
11.99178645	74.05458107
11.99178645	74.05458107
11.99178645	74.05458107
12.1560575	74.05458107
12.22176591	70.96897352
12.22176591	70.96897352
12.22176591	70.96897352
12.32032854	70.96897352
12.45174538	67.42052485
12.71457906	67.42052485
12.8788501	67.42052485
12.8788501	67.42052485
12.91170431	63.20674204
12.91170431	63.20674204
12.91170431	63.20674204
12.97741273	63.20674204
13.10882957	63.20674204
13.30595483	63.20674204
13.60164271	63.20674204
13.79876797	63.20674204
13.83162218	63.20674204
13.83162218	63.20674204
13.93018481	63.20674204
14.52156058	63.20674204
14.81724846	63.20674204
15.6386037	63.20674204
16.55852156	63.20674204
18.4312115	63.20674204
